t_ms,magnitude,coherence,score,fraction,peak_2s,gesture
1787850335684,0.3086,0.7769,0.2397,0.2692,1.2931,handStretchedOut
1787850335783,0.3898,0.8182,0.3189,0.2692,1.2931,handStretchedOut
1787850335884,0.4080,0.5574,0.2274,0.2800,1.2931,handStretchedOut
1787850335983,0.4115,0.7026,0.2891,0.2800,1.2931,handStretchedOut
1787850336083,0.6131,0.8590,0.5267,0.2917,1.2931,handStretchedOut
1787850336183,0.8371,0.9851,0.8246,0.3333,1.2931,handStretchedOut
1787850336283,0.6969,0.8125,0.5662,0.3478,1.2931,handStretchedOut
1787850336383,0.5861,0.8767,0.5139,0.3043,1.1621,handStretchedOut
1787850336483,0.5199,0.9989,0.5193,0.2609,1.1621,default
1787850336583,0.5414,1.0000,0.5414,0.2174,0.9386,default
1787850336683,0.5447,0.9213,0.5019,0.1364,0.8246,default
1787850336783,0.5610,0.9970,0.5594,0.0909,0.8246,default
1787850336884,0.6250,0.9955,0.6221,0.0455,0.8246,default
1787850336983,0.6330,0.8294,0.5251,0.0455,0.8246,default
1787850337083,0.7445,0.9982,0.7432,0.0455,0.8246,default
1787850337183,0.8853,0.9792,0.8669,0.0909,0.8669,default
1787850337283,1.1639,0.9129,1.0626,0.1304,1.0626,default
1787850337349,0.9084,0.9578,0.8701,0.1739,1.0626,default
1787850337446,1.4204,0.8672,1.2318,0.2174,1.2318,default
1787850337547,1.3121,0.8534,1.1198,0.2609,1.2318,default
1787850337646,1.0550,0.8328,0.8786,0.3043,1.2318,default
1787850337749,0.7560,0.7300,0.5519,0.3043,1.2318,default
1787850337849,0.5295,0.7044,0.3729,0.3043,1.2318,default
1787850337916,0.3271,0.6989,0.2286,0.3043,1.2318,default
1787850337982,0.4280,0.9984,0.4273,0.2917,1.2318,default
1787850338048,0.6453,0.8753,0.5648,0.2917,1.2318,default
1787850338115,0.9100,0.9208,0.8379,0.3333,1.2318,default
1787850338181,1.0564,0.7556,0.7982,0.3600,1.2318,default
1787850338245,1.0344,0.8195,0.8477,0.4000,1.2318,default
1787850338349,1.0070,0.7028,0.7077,0.4400,1.2318,default
1787850338446,0.9719,0.8433,0.8196,0.4400,1.2318,default
1787850338546,1.0060,0.9470,0.9528,0.4800,1.2318,default
1787850338616,0.8497,0.9895,0.8407,0.5200,1.2318,default
1787850338714,1.5854,0.9898,1.5693,0.5600,1.5693,default
1787850338816,2.0639,0.9976,2.0590,0.6000,2.0590,default
1787850338916,2.6421,0.9916,2.6200,0.6400,2.6200,default
1787850339016,3.1118,0.8859,2.7568,0.6800,2.7568,default
1787850339116,2.9898,0.8248,2.4659,0.7200,2.7568,default
1787850339249,1.4657,0.4877,0.7149,0.7600,2.7568,spinCat
1787850339314,0.9644,0.4864,0.4690,0.8000,2.7568,spinCat
1787850339380,0.8487,0.6796,0.5768,0.8077,2.7568,spinCat
1787850339446,1.3773,0.6030,0.8305,0.8077,2.7568,spinCat
1787850339514,1.0399,0.7227,0.7515,0.8077,2.7568,spinCat
1787850339580,1.5964,0.9165,1.4631,0.8077,2.7568,spinCat
1787850339647,2.1613,0.9257,2.0007,0.8077,2.7568,spinCat
1787850339714,2.6080,0.8198,2.1379,0.8148,2.7568,spinCat
1787850339815,1.3434,0.6668,0.8958,0.8148,2.7568,spinCat
1787850339915,1.2592,0.5269,0.6635,0.8148,2.7568,spinCat
1787850340015,1.7825,0.4143,0.7386,0.8519,2.7568,spinCat
1787850340115,2.9737,0.8750,2.6019,0.8889,2.7568,spinCat
1787850340215,1.9685,0.8336,1.6410,0.9615,2.7568,spinCat
1787850340314,0.9942,0.7854,0.7808,1.0000,2.7568,spinCat
1787850340414,0.4541,0.8730,0.3964,0.9600,2.7568,spinCat
1787850340513,0.3984,0.9304,0.3707,0.9200,2.7568,spinCat
1787850340614,0.6210,0.9958,0.6184,0.8800,2.7568,spinCat
1787850340714,0.9266,0.9980,0.9247,0.8800,2.7568,spinCat
1787850340814,1.5943,0.9775,1.5584,0.8800,2.7568,spinCat
1787850340910,1.4954,0.9243,1.3822,0.8800,2.7568,spinCat
1787850341011,1.2658,0.7673,0.9712,0.8800,2.7568,spinCat
1787850341114,1.1485,0.9312,1.0695,0.8800,2.6019,spinCat
1787850341214,0.8984,0.9248,0.8308,0.8800,2.6019,spinCat
1787850341314,0.9536,0.8041,0.7668,0.8800,2.6019,spinCat
1787850341379,0.9297,0.7645,0.7107,0.8800,2.6019,spinCat
1787850341444,1.2114,0.9130,1.1060,0.8846,2.6019,spinCat
1787850341514,1.4700,0.9133,1.3425,0.8846,2.6019,spinCat
1787850341613,1.5827,0.8742,1.3835,0.8800,2.6019,spinCat
1787850341710,2.0832,0.9395,1.9571,0.8800,2.6019,spinCat
1787850341814,3.1712,0.6256,1.9839,0.8750,2.6019,spinCat
1787850341914,2.1733,0.7711,1.6758,0.8750,2.6019,spinCat
1787850342014,1.4624,0.8788,1.2852,0.8750,2.6019,spinCat
1787850342113,1.0578,0.9344,0.9884,0.8750,2.6019,spinCat
1787850342210,0.5352,0.8763,0.4689,0.8333,1.9839,spinCat
1787850342311,0.5802,0.5071,0.2942,0.7917,1.9839,spinCat
1787850342410,0.7028,0.6904,0.4853,0.7500,1.9839,spinCat
1787850342510,0.8402,0.8418,0.7073,0.7500,1.9839,spinCat
1787850342614,0.8530,0.7319,0.6244,0.7500,1.9839,spinCat
1787850342714,0.6697,0.7657,0.5128,0.7826,1.9839,spinCat
1787850342813,0.5156,0.6265,0.3230,0.7500,1.9839,spinCat
1787850342913,0.4344,0.5991,0.2602,0.7500,1.9839,spinCat
1787850343013,0.4995,0.7315,0.3654,0.7083,1.9839,spinCat
1787850343113,0.8600,0.9137,0.7858,0.6957,1.9839,spinCat
1787850343248,1.5354,0.9584,1.4715,0.6957,1.9839,spinCat
1787850343347,1.6376,0.9706,1.5895,0.6957,1.9839,spinCat
1787850343447,1.8186,0.9539,1.7348,0.6957,1.9839,spinCat
1787850343547,1.9935,0.7997,1.5943,0.6957,1.9839,spinCat
1787850343647,1.4126,0.6842,0.9665,0.6818,1.9839,spinCat
1787850343747,1.0897,0.6580,0.7171,0.6818,1.9839,spinCat
1787850343844,0.8209,0.6969,0.5720,0.6818,1.7348,spinCat
1787850343946,0.7619,0.8859,0.6750,0.6364,1.7348,spinCat
1787850344045,0.6732,0.9745,0.6560,0.5909,1.7348,spinCat
1787850344145,0.6692,0.9584,0.6413,0.5455,1.7348,spinCat
1787850344246,0.6517,0.8846,0.5765,0.5000,1.7348,spinCat
1787850344346,0.6210,0.9914,0.6157,0.4545,1.7348,spinCat
1787850344445,0.5150,0.9997,0.5148,0.4545,1.7348,spinCat
1787850344546,0.3963,0.9995,0.3961,0.4545,1.7348,spinCat
1787850344646,0.3822,0.9681,0.3700,0.4545,1.7348,handStretchedOut
1787850344746,0.3231,0.9501,0.3070,0.4091,1.7348,handStretchedOut
1787850344846,0.4064,0.8602,0.3496,0.3636,1.7348,handStretchedOut
1787850344946,0.4425,0.9990,0.4421,0.3636,1.7348,handStretchedOut
1787850345046,0.4115,0.9829,0.4045,0.3636,1.7348,handStretchedOut
1787850345145,0.3609,0.8237,0.2973,0.3636,1.7348,handStretchedOut
1787850345246,0.1998,0.9948,0.1987,0.3636,1.7348,handStretchedOut
1787850345346,0.1738,0.0000,0.0000,0.3182,1.7348,handStretchedOut
1787850345443,0.1110,0.0000,0.0000,0.3043,1.7348,handStretchedOut
1787850345510,0.0948,0.0000,0.0000,0.2609,1.5943,handStretchedOut
1787850345576,0.0973,0.0000,0.0000,0.2174,0.9665,handStretchedOut
1787850345644,0.1000,0.0000,0.0000,0.2083,0.9665,handStretchedOut
1787850345710,0.0762,0.0000,0.0000,0.1667,0.7171,handStretchedOut
1787850345777,0.0664,0.0000,0.0000,0.1250,0.6750,handStretchedOut
1787850345877,0.1116,0.0000,0.0000,0.0833,0.6750,handStretchedOut
1787850345979,0.2193,0.7566,0.1660,0.0417,0.6560,handStretchedOut
1787850346078,0.2849,0.7492,0.2134,0.0000,0.6413,handStretchedOut
1787850346179,0.3299,0.7178,0.2368,0.0000,0.6157,handStretchedOut
1787850346279,0.3561,0.7285,0.2594,0.0000,0.6157,handStretchedOut
1787850346379,0.4526,0.6060,0.2743,0.0000,0.5148,handStretchedOut
1787850346479,0.6290,0.7176,0.4514,0.0000,0.4514,handStretchedOut
1787850346577,0.4536,0.6425,0.2914,0.0000,0.4514,handStretchedOut
1787850346679,0.2722,0.4972,0.1354,0.0000,0.4514,handStretchedOut
1787850346779,0.5601,0.8163,0.4572,0.0000,0.4572,handStretchedOut
1787850346877,0.7662,0.8377,0.6419,0.0000,0.6419,handStretchedOut
1787850346979,0.9213,0.9661,0.8901,0.0417,0.8901,handStretchedOut
1787850347079,1.1079,0.8303,0.9199,0.0833,0.9199,handStretchedOut
1787850347178,1.4821,0.8864,1.3138,0.1250,1.3138,handStretchedOut
1787850347278,1.1442,0.8009,0.9164,0.1667,1.3138,handStretchedOut
1787850347378,1.2464,0.6207,0.7736,0.2083,1.3138,handStretchedOut
1787850347478,1.1415,0.9560,1.0913,0.2500,1.3138,handStretchedOut
1787850347577,1.1378,0.7913,0.9003,0.2917,1.3138,handStretchedOut
1787850347644,1.5368,0.6077,0.9339,0.3333,1.3138,handStretchedOut
1787850347711,1.4401,0.5722,0.8239,0.3750,1.3138,handStretchedOut
1787850347778,1.0531,0.5917,0.6231,0.4167,1.3138,handStretchedOut
1787850347846,0.8221,0.6118,0.5030,0.4583,1.3138,sideEyeCat
1787850347912,0.8285,0.6045,0.5009,0.5000,1.3138,sideEyeCat
1787850347979,1.0534,0.6887,0.7255,0.5417,1.3138,sideEyeCat
1787850348043,1.6062,0.8265,1.3275,0.5600,1.3275,sideEyeCat
1787850348111,2.0905,0.8466,1.7697,0.6000,1.7697,sideEyeCat
1787850348212,1.2360,0.7453,0.9213,0.6400,1.7697,sideEyeCat
1787850348312,1.0348,0.5003,0.5177,0.6800,1.7697,sideEyeCat
1787850348412,1.0024,0.5298,0.5310,0.7200,1.7697,sideEyeCat
1787850348546,1.0780,0.5393,0.5813,0.7600,1.7697,spinCat
1787850348641,0.9412,0.6909,0.6503,0.8000,1.7697,spinCat
1787850348741,1.3951,0.5980,0.8343,0.8400,1.7697,spinCat
1787850348844,1.6187,0.6510,1.0537,0.8800,1.7697,spinCat
1787850348945,1.1494,0.6870,0.7896,0.9200,1.7697,spinCat
1787850349044,0.5598,0.5601,0.3135,0.9200,1.7697,spinCat
1787850349144,0.3068,0.9516,0.2920,0.9200,1.7697,spinCat
1787850349244,0.5617,0.8848,0.4969,0.8800,1.7697,spinCat
1787850349344,0.6072,0.9030,0.5483,0.8400,1.7697,spinCat
1787850349444,0.7905,0.7567,0.5982,0.8000,1.7697,spinCat
1787850349544,0.9519,0.7642,0.7274,0.8000,1.7697,spinCat
1787850349644,0.6562,0.7708,0.5058,0.7600,1.7697,spinCat
1787850349744,0.4201,0.7558,0.3175,0.7200,1.7697,spinCat
1787850349844,0.3221,0.7241,0.2332,0.6800,1.7697,spinCat
1787850349944,0.3151,0.7338,0.2312,0.6250,1.7697,spinCat
1787850350044,0.3535,0.8647,0.3057,0.5833,1.7697,spinCat
1787850350144,0.3337,0.9031,0.3013,0.5217,1.0537,spinCat
1787850350244,0.2560,0.8085,0.2070,0.4545,1.0537,spinCat
1787850350344,0.2318,0.5872,0.1361,0.4091,1.0537,spinCat
1787850350444,0.2481,0.9958,0.2471,0.3636,1.0537,spinCat
1787850350542,0.4105,0.9433,0.3872,0.3182,1.0537,spinCat
1787850350643,0.6471,0.8988,0.5817,0.2727,1.0537,spinCat
1787850350744,0.8446,0.9991,0.8438,0.3043,1.0537,spinCat
1787850350843,1.0792,0.9604,1.0365,0.2727,1.0537,spinCat
1787850350944,1.1929,0.9027,1.0769,0.2727,1.0769,spinCat
1787850351043,1.0087,0.9993,1.0081,0.3043,1.0769,spinCat
1787850351143,0.6215,0.9777,0.6076,0.2609,1.0769,spinCat
1787850351243,0.4045,0.8023,0.3245,0.2174,1.0769,spinCat
1787850351344,0.4795,0.4938,0.2368,0.2273,1.0769,spinCat
1787850351442,0.5932,0.6964,0.4131,0.2174,1.0769,spinCat
1787850351544,0.6530,0.6212,0.4056,0.2174,1.0769,spinCat
1787850351644,0.5534,0.5581,0.3088,0.2174,1.0769,spinCat
1787850351744,0.4564,0.5867,0.2678,0.2174,1.0769,spinCat
1787850351843,0.2761,0.7111,0.1963,0.1739,1.0769,spinCat
1787850351908,0.1796,0.0000,0.0000,0.1739,1.0769,handStretchedOut
1787850351975,0.1632,0.0000,0.0000,0.1739,1.0769,handStretchedOut
1787850352041,0.1665,0.0000,0.0000,0.1667,1.0769,handStretchedOut
1787850352110,0.1616,0.0000,0.0000,0.1667,1.0769,handStretchedOut
1787850352210,0.1748,0.0000,0.0000,0.1667,1.0769,handStretchedOut
1787850352275,0.1096,0.0000,0.0000,0.1667,1.0769,handStretchedOut
1787850352343,0.1045,0.0000,0.0000,0.1600,1.0769,handStretchedOut
1787850352407,0.0820,0.0000,0.0000,0.1600,1.0769,handStretchedOut
1787850352473,0.0869,0.0000,0.0000,0.1600,1.0769,handStretchedOut
1787850352540,0.1558,0.0000,0.0000,0.1538,1.0769,handStretchedOut
1787850352606,0.2355,0.5393,0.1270,0.1538,1.0769,handStretchedOut
1787850352673,0.3804,0.6025,0.2292,0.1538,1.0769,handStretchedOut
1787850352742,0.4794,0.4794,0.2298,0.1481,1.0769,handStretchedOut
1787850352809,0.5783,0.5358,0.3098,0.1481,1.0769,handStretchedOut
1787850352876,0.5454,0.5299,0.2890,0.1481,1.0769,handStretchedOut
1787850352976,0.5779,0.5407,0.3125,0.1111,1.0081,handStretchedOut
1787850353042,0.2571,0.5236,0.1346,0.1071,1.0081,handStretchedOut
1787850353109,0.2055,0.0000,0.0000,0.0714,0.6076,handStretchedOut
1787850353175,0.1984,0.0000,0.0000,0.0357,0.4131,handStretchedOut
1787850353243,0.2502,0.6812,0.1705,0.0345,0.4131,handStretchedOut
1787850353309,0.3028,0.6539,0.1980,0.0000,0.4131,handStretchedOut
1787850353375,0.3473,0.5651,0.1962,0.0000,0.4131,handStretchedOut
1787850353442,0.3717,0.6381,0.2372,0.0000,0.4056,handStretchedOut
1787850353543,0.7894,0.6089,0.4807,0.0000,0.4807,handStretchedOut
1787850353609,0.6789,0.6240,0.4236,0.0000,0.4807,handStretchedOut
1787850353709,1.0234,0.5763,0.5898,0.0333,0.5898,handStretchedOut
1787850353809,0.9253,0.6956,0.6437,0.0667,0.6437,handStretchedOut
1787850353909,0.6285,0.5390,0.3387,0.0667,0.6437,handStretchedOut
1787850354010,0.5003,0.4110,0.2056,0.0667,0.6437,handStretchedOut
1787850354109,0.4679,0.7383,0.3454,0.0690,0.6437,handStretchedOut
1787850354210,0.4798,0.8277,0.3972,0.0690,0.6437,handStretchedOut
1787850354309,0.5662,0.9547,0.5406,0.0690,0.6437,handStretchedOut
1787850354408,0.5930,0.8556,0.5074,0.0690,0.6437,handStretchedOut
1787850354475,0.4523,0.8787,0.3974,0.0714,0.6437,handStretchedOut
1787850354576,0.6920,0.9803,0.6784,0.0714,0.6784,handStretchedOut
1787850354675,0.8897,0.9762,0.8685,0.1111,0.8685,handStretchedOut
1787850354774,1.0584,0.9285,0.9828,0.1481,0.9828,handStretchedOut
1787850354876,1.0083,0.9581,0.9661,0.1923,0.9828,handStretchedOut
1787850354975,0.9227,0.7311,0.6746,0.2308,0.9828,handStretchedOut
1787850355076,1.0033,0.6015,0.6035,0.2692,0.9828,handStretchedOut
1787850355175,1.0438,0.5828,0.6082,0.3077,0.9828,handStretchedOut
1787850355275,1.0116,0.7083,0.7165,0.3600,0.9828,handStretchedOut
1787850355374,0.6904,0.6495,0.4484,0.3600,0.9828,handStretchedOut
1787850355475,0.7322,0.7181,0.5258,0.3750,0.9828,handStretchedOut
1787850355571,1.0986,0.6890,0.7570,0.4167,0.9828,handStretchedOut
1787850355641,0.9031,0.6208,0.5606,0.4583,0.9828,handStretchedOut
1787850355707,0.9035,0.7389,0.6676,0.5000,0.9828,handStretchedOut
1787850355808,1.0896,0.6805,0.7415,0.5417,0.9828,handStretchedOut
1787850355908,1.0300,0.6877,0.7083,0.5833,0.9828,handStretchedOut
1787850356008,1.1150,0.7892,0.8800,0.5833,0.9828,handStretchedOut
1787850356108,1.0703,0.6336,0.6782,0.5833,0.9828,handStretchedOut
1787850356173,0.6447,0.8192,0.5282,0.5833,0.9828,handStretchedOut
1787850356309,0.5422,0.7943,0.4307,0.5833,0.9828,spinCat
1787850356408,0.2464,0.6465,0.1593,0.5833,0.9828,spinCat
1787850356505,0.2476,0.7014,0.1736,0.5833,0.9828,spinCat
1787850356605,0.2818,0.7804,0.2199,0.5833,0.9828,spinCat
1787850356705,0.4022,0.7163,0.2881,0.6087,0.9828,spinCat
1787850356805,0.5341,0.9546,0.5099,0.6087,0.9661,spinCat
1787850356905,0.8320,0.9821,0.8171,0.6087,0.8800,spinCat
1787850356971,0.8508,0.9964,0.8477,0.6250,0.8800,spinCat
1787850357071,1.3724,0.8240,1.1309,0.6250,1.1309,spinCat
1787850357171,0.9649,0.8784,0.8476,0.6250,1.1309,spinCat
1787850357271,0.7751,0.6996,0.5423,0.5833,1.1309,spinCat
1787850357341,0.6071,0.5548,0.3369,0.5417,1.1309,spinCat
1787850357437,0.7069,0.6959,0.4919,0.5000,1.1309,spinCat
1787850357538,0.7243,0.7262,0.5260,0.4583,1.1309,spinCat
1787850357604,0.8316,0.9111,0.7576,0.5000,1.1309,spinCat
1787850357704,0.8490,0.7809,0.6630,0.5417,1.1309,spinCat
1787850357804,1.0647,0.7001,0.7454,0.5417,1.1309,handStretchedOut
1787850357908,0.6163,0.7578,0.4670,0.4783,1.1309,handStretchedOut
1787850358007,0.5767,0.5156,0.2974,0.4583,1.1309,handStretchedOut
1787850358106,0.5916,0.9038,0.5347,0.4167,1.1309,handStretchedOut
1787850358207,0.8575,0.9890,0.8481,0.4167,1.1309,handStretchedOut
1787850358307,1.0827,0.9727,1.0532,0.4167,1.1309,handStretchedOut
1787850358405,1.1049,0.9790,1.0817,0.4348,1.1309,handStretchedOut
1787850358473,0.6272,0.9897,0.6207,0.4167,1.1309,handStretchedOut
1787850358540,0.4691,0.9886,0.4637,0.4167,1.1309,handStretchedOut
1787850358641,0.4478,0.9181,0.4111,0.4167,1.1309,handStretchedOut
1787850358737,0.3333,0.8753,0.2918,0.4167,1.1309,handStretchedOut
1787850358804,0.1820,0.5121,0.0932,0.4000,1.1309,handStretchedOut
1787850358870,0.1414,0.0000,0.0000,0.4000,1.1309,handStretchedOut
1787850358974,0.2583,0.9242,0.2387,0.4000,1.1309,handStretchedOut
1787850359074,0.5495,0.9379,0.5154,0.4000,1.0817,handStretchedOut
1787850359174,0.9359,0.7261,0.6795,0.3750,1.0817,handStretchedOut
1787850359274,1.0028,0.8799,0.8823,0.3750,1.0817,handStretchedOut
1787850359373,1.2494,0.8658,1.0817,0.3750,1.0817,handStretchedOut
1787850359439,1.3191,0.7915,1.0440,0.4000,1.0817,handStretchedOut
1787850359540,1.5453,0.8286,1.2804,0.4400,1.2804,handStretchedOut
1787850359640,1.6170,0.6604,1.0678,0.5000,1.2804,handStretchedOut
1787850359740,1.4642,0.5953,0.8716,0.5417,1.2804,handStretchedOut
1787850359840,1.1723,0.5793,0.6791,0.5417,1.2804,handStretchedOut
1787850359940,0.9937,0.5907,0.5870,0.5417,1.2804,handStretchedOut
1787850360042,0.9587,0.7100,0.6807,0.5417,1.2804,default
1787850360141,0.7327,0.6424,0.4707,0.5417,1.2804,default
1787850360241,0.5136,0.5321,0.2733,0.5417,1.2804,default
1787850360341,0.4411,0.4131,0.1822,0.5417,1.2804,default
1787850360441,0.4327,0.5040,0.2181,0.5000,1.2804,default
1787850360541,0.6642,0.6685,0.4441,0.4583,1.2804,default
1787850360641,0.9177,0.7075,0.6492,0.4583,1.2804,default
1787850360706,0.5091,0.7981,0.4063,0.4583,1.2804,default
1787850360807,0.9983,0.6611,0.6600,0.5000,1.2804,default
1787850360907,0.9995,0.7220,0.7216,0.5417,1.2804,default
1787850361008,1.0754,0.4200,0.4517,0.6087,1.2804,default
1787850361107,0.6871,0.6930,0.4762,0.6087,1.2804,default
1787850361172,0.3400,0.8556,0.2909,0.5833,1.2804,default
1787850361239,0.3877,0.9729,0.3772,0.5833,1.2804,default
1787850361374,1.0477,0.8395,0.8796,0.6087,1.2804,spinCat
1787850361471,0.9658,0.7003,0.6764,0.6250,1.2804,spinCat
1787850361538,0.6329,0.7878,0.4986,0.5833,1.2804,spinCat
1787850361639,0.8161,0.7522,0.6139,0.5652,1.0678,spinCat
1787850361740,0.5097,0.8232,0.4195,0.5417,0.8796,spinCat
1787850361840,0.3351,0.6658,0.2231,0.5000,0.8796,spinCat
1787850361940,0.4039,0.5399,0.2181,0.4583,0.8796,spinCat
1787850362036,0.4129,0.6262,0.2585,0.4167,0.8796,spinCat
1787850362139,0.5699,0.6347,0.3617,0.3750,0.8796,spinCat
1787850362238,0.7809,0.6254,0.4884,0.3333,0.8796,handStretchedOut
1787850362340,0.9143,0.4343,0.3971,0.3333,0.8796,handStretchedOut
1787850362438,0.5946,0.6430,0.3823,0.3333,0.8796,handStretchedOut
1787850362540,0.5985,0.6045,0.3618,0.3333,0.8796,handStretchedOut
1787850362639,0.8149,0.5260,0.4286,0.3750,0.8796,handStretchedOut
1787850362705,0.3688,0.4277,0.1577,0.3750,0.8796,handStretchedOut
1787850362772,0.2843,0.5607,0.1594,0.3750,0.8796,handStretchedOut
1787850362839,0.3659,0.6901,0.2525,0.3600,0.8796,sideEyeCat
1787850362940,0.5032,0.7192,0.3619,0.3333,0.8796,sideEyeCat
1787850363038,0.3936,1.0000,0.3936,0.2917,0.8796,sideEyeCat
1787850363140,0.4032,1.0000,0.4032,0.2500,0.8796,sideEyeCat
1787850363239,0.4716,0.8999,0.4244,0.2083,0.8796,sideEyeCat
1787850363339,0.5414,0.6776,0.3669,0.2083,0.8796,sideEyeCat
1787850363439,0.6244,0.7119,0.4445,0.2083,0.6764,sideEyeCat
1787850363539,0.7876,0.6444,0.5075,0.2083,0.6139,sideEyeCat
1787850363639,0.9375,0.6504,0.6098,0.2083,0.6139,sideEyeCat
1787850363739,0.8076,0.6053,0.4888,0.2174,0.6098,sideEyeCat
1787850363838,0.7763,0.6140,0.4766,0.2083,0.6098,sideEyeCat
1787850363939,0.7531,0.6800,0.5121,0.1667,0.6098,sideEyeCat
1787850364039,1.2374,0.8089,1.0009,0.2083,1.0009,sideEyeCat
1787850364140,2.2756,0.9146,2.0813,0.2500,2.0813,sideEyeCat
1787850364238,2.8161,0.8180,2.3036,0.3043,2.3036,sideEyeCat
1787850364304,2.1869,0.9474,2.0720,0.3333,2.3036,sideEyeCat
1787850364371,1.7177,0.9944,1.7081,0.3750,2.3036,sideEyeCat
1787850364438,1.7571,0.9744,1.7121,0.4167,2.3036,default
1787850364504,1.5763,0.9619,1.5162,0.4400,2.3036,default
1787850364570,0.9865,0.8106,0.7997,0.4400,2.3036,default
1787850364638,0.8638,0.6245,0.5395,0.4615,2.3036,default
1787850364706,0.9006,0.7215,0.6498,0.5000,2.3036,default
1787850364770,0.9174,0.9087,0.8337,0.5385,2.3036,default
1787850364838,1.0207,0.8571,0.8748,0.5556,2.3036,default
1787850364904,0.9614,0.7256,0.6976,0.5556,2.3036,default
1787850364970,1.0489,0.4659,0.4887,0.5926,2.3036,default
1787850365037,1.3644,0.6661,0.9088,0.6296,2.3036,default
1787850365102,1.7156,0.8749,1.5010,0.6667,2.3036,default
1787850365170,1.8810,0.9159,1.7228,0.7037,2.3036,default
1787850365307,2.2824,0.9074,2.0711,0.7407,2.3036,spinCat
1787850365403,1.5093,0.8513,1.2849,0.7778,2.3036,spinCat
1787850365471,0.9685,0.4183,0.4051,0.8148,2.3036,spinCat
1787850365535,1.2910,0.5445,0.7030,0.8214,2.3036,spinCat
1787850365602,1.2819,0.5195,0.6660,0.8571,2.3036,spinCat
1787850365669,1.0746,0.5815,0.6249,0.8929,2.3036,spinCat
1787850365768,1.5622,0.5350,0.8359,0.9286,2.3036,spinCat
1787850365871,1.9649,0.4795,0.9421,0.9286,2.3036,spinCat
1787850365971,2.1055,0.6071,1.2784,0.9286,2.3036,spinCat
1787850366035,3.3284,0.6713,2.2343,0.9310,2.3036,spinCat
1787850366100,4.3509,0.7573,3.2947,0.9655,3.2947,spinCat
1787850366169,2.8111,0.8855,2.4894,1.0000,3.2947,spinCat
1787850366236,2.0816,0.8915,1.8556,1.0000,3.2947,spinCat
1787850366301,1.7130,0.9894,1.6948,1.0000,3.2947,spinCat
1787850366369,1.1954,0.9761,1.1669,1.0000,3.2947,spinCat
1787850366434,0.8635,0.9661,0.8342,1.0000,3.2947,spinCat
1787850366500,0.6182,0.9579,0.5922,0.9677,3.2947,spinCat
1787850366570,0.4125,0.9349,0.3856,0.9355,3.2947,spinCat
1787850366634,0.2310,0.8198,0.1893,0.9032,3.2947,spinCat
1787850366701,0.1995,0.0000,0.0000,0.8710,3.2947,spinCat
1787850366803,0.4990,0.7017,0.3502,0.8333,3.2947,spinCat
1787850366902,0.8148,0.6474,0.5275,0.8333,3.2947,spinCat
1787850366967,0.6557,0.6264,0.4107,0.8000,3.2947,spinCat
1787850367067,1.0120,0.6049,0.6121,0.7931,3.2947,spinCat
1787850367171,1.4740,0.7816,1.1520,0.7857,3.2947,spinCat
1787850367270,1.2598,0.8835,1.1130,0.7857,3.2947,spinCat
1787850367370,1.2524,0.9221,1.1549,0.7857,3.2947,spinCat
1787850367469,1.0807,0.9971,1.0775,0.7857,3.2947,spinCat
1787850367570,0.9641,0.9969,0.9611,0.7857,3.2947,spinCat
1787850367667,0.7831,0.9602,0.7519,0.7500,3.2947,spinCat
1787850367767,0.5428,0.9989,0.5422,0.7037,3.2947,spinCat
1787850367868,0.2882,0.7007,0.2020,0.6667,3.2947,spinCat
1787850367969,0.4157,0.7780,0.3234,0.6154,3.2947,spinCat
1787850368069,0.5189,0.2400,0.1245,0.5926,3.2947,spinCat
1787850368167,0.5688,0.2430,0.1382,0.5556,2.4894,spinCat
1787850368269,0.5864,0.2451,0.1437,0.5000,1.6948,spinCat
1787850368370,0.6346,0.2647,0.1680,0.4400,1.1549,spinCat
1787850368470,0.5124,0.8543,0.4377,0.4000,1.1549,spinCat
1787850368569,0.5955,0.8700,0.5181,0.3333,1.1549,spinCat
1787850368668,0.6473,0.8390,0.5430,0.2917,1.1549,spinCat
1787850368768,0.5092,0.8348,0.4251,0.2917,1.1549,spinCat
1787850368869,0.4586,0.7175,0.3290,0.3043,1.1549,spinCat
1787850368969,0.3735,0.5972,0.2231,0.3043,1.1549,spinCat
1787850369103,0.4695,0.6911,0.3244,0.2727,1.1549,spinCat
1787850369202,0.3645,0.9950,0.3627,0.2727,1.1549,spinCat
1787850369302,0.5689,0.9997,0.5687,0.2273,1.1549,spinCat
1787850369401,0.9690,0.9761,0.9458,0.2273,1.0775,fist
1787850369503,1.3452,0.9999,1.3450,0.2273,1.3450,fist
1787850369602,1.6916,0.9998,1.6913,0.2273,1.6913,fist
1787850369701,1.6775,0.9818,1.6470,0.2273,1.6913,fist
1787850369801,1.4653,0.9988,1.4635,0.2273,1.6913,fist
1787850369902,1.2304,0.9995,1.2298,0.2727,1.6913,fist
1787850370003,1.0599,0.9630,1.0206,0.3182,1.6913,fist
1787850370103,1.1427,0.7240,0.8273,0.3636,1.6913,fist
1787850370204,0.6899,0.3774,0.2603,0.3636,1.6913,fist
1787850370302,0.5073,0.9719,0.4930,0.3636,1.6913,fist
1787850370403,0.4729,1.0000,0.4729,0.3636,1.6913,fist
