t_ms,magnitude,coherence,score,fraction,peak_2s,gesture
1787849913213,0.1428,0.0000,0.0000,0.0000,0.0000,default
1787849913279,0.1087,0.0000,0.0000,0.0000,0.0000,default
1787849913345,0.1077,0.0000,0.0000,0.0000,0.0000,default
1787849913413,0.1205,0.0000,0.0000,0.0000,0.0000,default
1787849913480,0.0847,0.0000,0.0000,0.0000,0.0000,default
1787849913546,0.0625,0.0000,0.0000,0.0000,0.0000,default
1787849913613,0.0849,0.0000,0.0000,0.0000,0.0000,default
1787849913679,0.1186,0.0000,0.0000,0.0000,0.0000,default
1787849913745,0.1147,0.0000,0.0000,0.0000,0.0000,default
1787849913811,0.1317,0.0000,0.0000,0.0000,0.0000,default
1787849913879,0.1204,0.0000,0.0000,0.0000,0.0000,default
1787849913944,0.1264,0.0000,0.0000,0.0000,0.0000,default
1787849914012,0.0898,0.0000,0.0000,0.0000,0.0000,default
1787849914078,0.0822,0.0000,0.0000,0.0000,0.0000,default
1787849914145,0.1017,0.0000,0.0000,0.0000,0.0000,default
1787849914211,0.0840,0.0000,0.0000,0.0000,0.0000,default
1787849914278,0.0775,0.0000,0.0000,0.0000,0.0000,default
1787849914345,0.0783,0.0000,0.0000,0.0000,0.0000,default
1787849914412,0.0528,0.0000,0.0000,0.0000,0.0000,default
1787849914477,0.0585,0.0000,0.0000,0.0000,0.0000,default
1787849914544,0.0680,0.0000,0.0000,0.0000,0.0000,default
1787849914610,0.1107,0.0000,0.0000,0.0000,0.0000,default
1787849914679,0.1586,0.0000,0.0000,0.0000,0.0000,default
1787849914745,0.1708,0.0000,0.0000,0.0000,0.0000,default
1787849914812,0.1879,0.0000,0.0000,0.0000,0.0000,default
1787849914878,0.2125,0.0000,0.0000,0.0000,0.0000,default
1787849914946,0.2134,0.0000,0.0000,0.0000,0.0000,default
1787849915010,0.1824,0.0000,0.0000,0.0000,0.0000,default
1787849915079,0.1533,0.0000,0.0000,0.0000,0.0000,default
1787849915144,0.1601,0.0000,0.0000,0.0000,0.0000,default
1787849915212,0.1211,0.0000,0.0000,0.0000,0.0000,default
1787849915278,0.1107,0.0000,0.0000,0.0000,0.0000,default
1787849915346,0.0992,0.0000,0.0000,0.0000,0.0000,default
1787849915412,0.0856,0.0000,0.0000,0.0000,0.0000,default
1787849915479,0.1524,0.0000,0.0000,0.0000,0.0000,default
1787849915545,0.2081,0.0000,0.0000,0.0000,0.0000,default
1787849915612,0.1575,0.0000,0.0000,0.0000,0.0000,default
1787849915678,0.1441,0.0000,0.0000,0.0000,0.0000,default
1787849915745,0.1514,0.0000,0.0000,0.0000,0.0000,default
1787849915810,0.0987,0.0000,0.0000,0.0000,0.0000,default
1787849915877,0.0749,0.0000,0.0000,0.0000,0.0000,default
1787849915945,0.1072,0.0000,0.0000,0.0000,0.0000,default
1787849916046,0.1413,0.0000,0.0000,0.0000,0.0000,default
1787849916110,0.1561,0.0000,0.0000,0.0000,0.0000,default
1787849916179,0.1880,0.0000,0.0000,0.0000,0.0000,default
1787849916245,0.2168,0.0000,0.0000,0.0000,0.0000,default
1787849916310,0.1931,0.0000,0.0000,0.0000,0.0000,default
1787849916378,0.1712,0.0000,0.0000,0.0000,0.0000,default
1787849916479,0.1097,0.0000,0.0000,0.0000,0.0000,default
1787849916579,0.0411,0.0000,0.0000,0.0000,0.0000,default
1787849916645,0.0707,0.0000,0.0000,0.0000,0.0000,default
1787849916711,0.0367,0.0000,0.0000,0.0000,0.0000,default
1787849916778,0.0624,0.0000,0.0000,0.0000,0.0000,default
1787849916846,0.0888,0.0000,0.0000,0.0000,0.0000,default
1787849916910,0.1207,0.0000,0.0000,0.0000,0.0000,default
1787849916976,0.1831,0.0000,0.0000,0.0000,0.0000,default
1787849917045,0.2538,0.0000,0.0000,0.0000,0.0000,default
1787849917543,0.2570,0.0000,0.0000,0.0000,0.0000,default
1787849917611,0.2016,0.0000,0.0000,0.0000,0.0000,default
1787849917677,0.1700,0.0000,0.0000,0.0000,0.0000,default
1787849917744,0.1733,0.0000,0.0000,0.0000,0.0000,default
1787849917810,0.1477,0.0000,0.0000,0.0000,0.0000,default
1787849917878,0.0739,0.0000,0.0000,0.0000,0.0000,default
1787849917942,0.0568,0.0000,0.0000,0.0000,0.0000,default
1787849918706,0.0934,0.0000,0.0000,0.0000,0.0000,default
1787849918777,0.0947,0.0000,0.0000,0.0000,0.0000,default
1787849918843,0.0348,0.0000,0.0000,0.0000,0.0000,default
1787849918910,0.0372,0.0000,0.0000,0.0000,0.0000,default
1787849918977,0.0258,0.0000,0.0000,0.0000,0.0000,default
1787849919044,0.0390,0.0000,0.0000,0.0000,0.0000,default
1787849919108,0.0475,0.0000,0.0000,0.0000,0.0000,default
1787849919178,0.0649,0.0000,0.0000,0.0000,0.0000,default
1787849919243,0.0703,0.0000,0.0000,0.0000,0.0000,default
1787849919310,0.0599,0.0000,0.0000,0.0000,0.0000,default
1787849919375,0.0636,0.0000,0.0000,0.0000,0.0000,default
1787849919444,0.0654,0.0000,0.0000,0.0000,0.0000,default
1787849919509,0.0634,0.0000,0.0000,0.0000,0.0000,default
1787849919577,0.0493,0.0000,0.0000,0.0000,0.0000,default
1787849919643,0.0416,0.0000,0.0000,0.0000,0.0000,default
1787849919708,0.0281,0.0000,0.0000,0.0000,0.0000,default
1787849919781,0.0379,0.0000,0.0000,0.0000,0.0000,default
1787849919843,0.0412,0.0000,0.0000,0.0000,0.0000,default
1787849919910,0.0348,0.0000,0.0000,0.0000,0.0000,default
1787849920008,0.0417,0.0000,0.0000,0.0000,0.0000,default
1787849920076,0.0358,0.0000,0.0000,0.0000,0.0000,default
1787849920143,0.0327,0.0000,0.0000,0.0000,0.0000,default
1787849920208,0.0364,0.0000,0.0000,0.0000,0.0000,default
1787849920276,0.0362,0.0000,0.0000,0.0000,0.0000,default
1787849920343,0.0357,0.0000,0.0000,0.0000,0.0000,default
1787849920409,0.0322,0.0000,0.0000,0.0000,0.0000,default
1787849920476,0.0355,0.0000,0.0000,0.0000,0.0000,default
1787849920543,0.0476,0.0000,0.0000,0.0000,0.0000,default
1787849920608,0.0315,0.0000,0.0000,0.0000,0.0000,default
1787849920675,0.0278,0.0000,0.0000,0.0000,0.0000,default
1787849920741,0.0270,0.0000,0.0000,0.0000,0.0000,default
1787849920810,0.0358,0.0000,0.0000,0.0000,0.0000,default
1787849920876,0.0473,0.0000,0.0000,0.0000,0.0000,default
1787849920943,0.0654,0.0000,0.0000,0.0000,0.0000,default
1787849921008,0.0947,0.0000,0.0000,0.0000,0.0000,default
1787849921074,0.1057,0.0000,0.0000,0.0000,0.0000,default
1787849921142,0.1030,0.0000,0.0000,0.0000,0.0000,default
1787849921209,0.0868,0.0000,0.0000,0.0000,0.0000,default
1787849921275,0.0968,0.0000,0.0000,0.0000,0.0000,default
1787849921342,0.0884,0.0000,0.0000,0.0000,0.0000,default
1787849921409,0.0752,0.0000,0.0000,0.0000,0.0000,default
1787849921476,0.0539,0.0000,0.0000,0.0000,0.0000,default
1787849921542,0.0347,0.0000,0.0000,0.0000,0.0000,default
1787849921609,0.0527,0.0000,0.0000,0.0000,0.0000,default
1787849921676,0.0531,0.0000,0.0000,0.0000,0.0000,default
1787849921742,0.0422,0.0000,0.0000,0.0000,0.0000,default
1787849921809,0.0328,0.0000,0.0000,0.0000,0.0000,default
1787849921876,0.0342,0.0000,0.0000,0.0000,0.0000,default
1787849921943,0.0334,0.0000,0.0000,0.0000,0.0000,default
1787849922009,0.0369,0.0000,0.0000,0.0000,0.0000,default
1787849922076,0.0429,0.0000,0.0000,0.0000,0.0000,default
1787849922140,0.0524,0.0000,0.0000,0.0000,0.0000,default
1787849922207,0.0507,0.0000,0.0000,0.0000,0.0000,default
1787849922275,0.0331,0.0000,0.0000,0.0000,0.0000,default
1787849922343,0.0271,0.0000,0.0000,0.0000,0.0000,default
1787849922408,0.0429,0.0000,0.0000,0.0000,0.0000,default
1787849922476,0.0657,0.0000,0.0000,0.0000,0.0000,default
1787849922541,0.0830,0.0000,0.0000,0.0000,0.0000,default
1787849922609,0.0943,0.0000,0.0000,0.0000,0.0000,default
1787849922675,0.1157,0.0000,0.0000,0.0000,0.0000,default
1787849922741,0.1150,0.0000,0.0000,0.0000,0.0000,default
1787849922809,0.1155,0.0000,0.0000,0.0000,0.0000,default
1787849922875,0.1235,0.0000,0.0000,0.0000,0.0000,default
1787849922943,0.1121,0.0000,0.0000,0.0000,0.0000,default
1787849923008,0.1051,0.0000,0.0000,0.0000,0.0000,default
1787849923076,0.0652,0.0000,0.0000,0.0000,0.0000,default
1787849923141,0.0433,0.0000,0.0000,0.0000,0.0000,default
1787849923208,0.0414,0.0000,0.0000,0.0000,0.0000,default
1787849923275,0.0494,0.0000,0.0000,0.0000,0.0000,default
1787849923342,0.0478,0.0000,0.0000,0.0000,0.0000,default
1787849923408,0.0365,0.0000,0.0000,0.0000,0.0000,default
1787849923476,0.0735,0.0000,0.0000,0.0000,0.0000,default
1787849923540,0.1032,0.0000,0.0000,0.0000,0.0000,default
1787849923609,0.1250,0.0000,0.0000,0.0000,0.0000,default
1787849923674,0.1392,0.0000,0.0000,0.0000,0.0000,default
1787849923741,0.1470,0.0000,0.0000,0.0000,0.0000,default
1787849923808,0.1354,0.0000,0.0000,0.0000,0.0000,default
1787849923875,0.1191,0.0000,0.0000,0.0000,0.0000,default
1787849923942,0.0896,0.0000,0.0000,0.0000,0.0000,default
1787849924009,0.0447,0.0000,0.0000,0.0000,0.0000,default
1787849924075,0.0306,0.0000,0.0000,0.0000,0.0000,default
1787849924141,0.0343,0.0000,0.0000,0.0000,0.0000,default
1787849924209,0.0354,0.0000,0.0000,0.0000,0.0000,default
1787849924275,0.0511,0.0000,0.0000,0.0000,0.0000,default
1787849924342,0.0580,0.0000,0.0000,0.0000,0.0000,default
1787849924408,0.0551,0.0000,0.0000,0.0000,0.0000,default
1787849924475,0.0528,0.0000,0.0000,0.0000,0.0000,default
1787849924542,0.0589,0.0000,0.0000,0.0000,0.0000,default
1787849924609,0.0874,0.0000,0.0000,0.0000,0.0000,default
1787849924675,0.1145,0.0000,0.0000,0.0000,0.0000,default
1787849924740,0.1161,0.0000,0.0000,0.0000,0.0000,default
1787849924809,0.1370,0.0000,0.0000,0.0000,0.0000,default
1787849924875,0.1465,0.0000,0.0000,0.0000,0.0000,default
1787849924942,0.1442,0.0000,0.0000,0.0000,0.0000,default
1787849925007,0.1276,0.0000,0.0000,0.0000,0.0000,default
1787849925075,0.0960,0.0000,0.0000,0.0000,0.0000,default
1787849925142,0.0582,0.0000,0.0000,0.0000,0.0000,default
1787849925208,0.0770,0.0000,0.0000,0.0000,0.0000,default
1787849925275,0.0921,0.0000,0.0000,0.0000,0.0000,default
1787849925342,0.1279,0.0000,0.0000,0.0000,0.0000,default
1787849925408,0.1441,0.0000,0.0000,0.0000,0.0000,default
1787849925475,0.1396,0.0000,0.0000,0.0000,0.0000,default
1787849925542,0.1343,0.0000,0.0000,0.0000,0.0000,default
1787849925608,0.1554,0.0000,0.0000,0.0000,0.0000,default
1787849925675,0.1850,0.0000,0.0000,0.0000,0.0000,default
1787849925740,0.1976,0.0000,0.0000,0.0000,0.0000,default
1787849925808,0.1898,0.0000,0.0000,0.0000,0.0000,default
1787849925874,0.1780,0.0000,0.0000,0.0000,0.0000,default
1787849925941,0.1434,0.0000,0.0000,0.0000,0.0000,default
1787849926007,0.0904,0.0000,0.0000,0.0000,0.0000,default
1787849926075,0.0622,0.0000,0.0000,0.0000,0.0000,default
1787849926141,0.0859,0.0000,0.0000,0.0000,0.0000,default
1787849926206,0.1191,0.0000,0.0000,0.0000,0.0000,default
1787849926274,0.1541,0.0000,0.0000,0.0000,0.0000,default
1787849926341,0.1546,0.0000,0.0000,0.0000,0.0000,default
1787849926408,0.1337,0.0000,0.0000,0.0000,0.0000,default
1787849926475,0.1322,0.0000,0.0000,0.0000,0.0000,default
1787849926542,0.1159,0.0000,0.0000,0.0000,0.0000,default
1787849926608,0.0821,0.0000,0.0000,0.0000,0.0000,default
1787849926675,0.0660,0.0000,0.0000,0.0000,0.0000,default
1787849926740,0.0408,0.0000,0.0000,0.0000,0.0000,default
1787849926808,0.0356,0.0000,0.0000,0.0000,0.0000,default
1787849926874,0.0427,0.0000,0.0000,0.0000,0.0000,default
1787849926941,0.0559,0.0000,0.0000,0.0000,0.0000,default
1787849927042,0.0403,0.0000,0.0000,0.0000,0.0000,default
1787849927108,0.0365,0.0000,0.0000,0.0000,0.0000,default
1787849927173,0.0285,0.0000,0.0000,0.0000,0.0000,default
1787849927239,0.0323,0.0000,0.0000,0.0000,0.0000,default
1787849927308,0.0330,0.0000,0.0000,0.0000,0.0000,default
1787849927373,0.0449,0.0000,0.0000,0.0000,0.0000,default
1787849927440,0.0504,0.0000,0.0000,0.0000,0.0000,default
1787849927508,0.0493,0.0000,0.0000,0.0000,0.0000,default
1787849927575,0.0395,0.0000,0.0000,0.0000,0.0000,default
1787849927639,0.0302,0.0000,0.0000,0.0000,0.0000,default
1787849927705,0.0233,0.0000,0.0000,0.0000,0.0000,default
1787849927774,0.0342,0.0000,0.0000,0.0000,0.0000,default
1787849927841,0.0307,0.0000,0.0000,0.0000,0.0000,default
1787849927906,0.0565,0.0000,0.0000,0.0000,0.0000,default
1787849927975,0.0603,0.0000,0.0000,0.0000,0.0000,default
1787849928041,0.1012,0.0000,0.0000,0.0000,0.0000,default
1787849928107,0.0928,0.0000,0.0000,0.0000,0.0000,default
1787849928175,0.0700,0.0000,0.0000,0.0000,0.0000,default
1787849928241,0.0599,0.0000,0.0000,0.0000,0.0000,default
1787849928306,0.0659,0.0000,0.0000,0.0000,0.0000,default
1787849928374,0.0660,0.0000,0.0000,0.0000,0.0000,default
1787849928440,0.0515,0.0000,0.0000,0.0000,0.0000,default
1787849928508,0.0455,0.0000,0.0000,0.0000,0.0000,default
1787849928575,0.0498,0.0000,0.0000,0.0000,0.0000,default
1787849928641,0.0446,0.0000,0.0000,0.0000,0.0000,default
1787849928707,0.0488,0.0000,0.0000,0.0000,0.0000,default
1787849928774,0.0627,0.0000,0.0000,0.0000,0.0000,default
1787849928840,0.1062,0.0000,0.0000,0.0000,0.0000,default
1787849928907,0.1242,0.0000,0.0000,0.0000,0.0000,default
1787849928974,0.1299,0.0000,0.0000,0.0000,0.0000,default
1787849929041,0.0853,0.0000,0.0000,0.0000,0.0000,default
1787849929108,0.0386,0.0000,0.0000,0.0000,0.0000,default
1787849929173,0.0424,0.0000,0.0000,0.0000,0.0000,default
1787849929241,0.0351,0.0000,0.0000,0.0000,0.0000,default
1787849929308,0.0299,0.0000,0.0000,0.0000,0.0000,default
1787849929373,0.0321,0.0000,0.0000,0.0000,0.0000,default
1787849929440,0.0321,0.0000,0.0000,0.0000,0.0000,default
1787849929507,0.0320,0.0000,0.0000,0.0000,0.0000,default
1787849929574,0.0359,0.0000,0.0000,0.0000,0.0000,default
1787849929640,0.0324,0.0000,0.0000,0.0000,0.0000,default
1787849929707,0.0302,0.0000,0.0000,0.0000,0.0000,default
1787849929773,0.0361,0.0000,0.0000,0.0000,0.0000,default
1787849929840,0.0332,0.0000,0.0000,0.0000,0.0000,default
1787849929907,0.0440,0.0000,0.0000,0.0000,0.0000,default
1787849929974,0.0576,0.0000,0.0000,0.0000,0.0000,default
1787849930038,0.0505,0.0000,0.0000,0.0000,0.0000,default
1787849930106,0.0626,0.0000,0.0000,0.0000,0.0000,default
1787849930171,0.0476,0.0000,0.0000,0.0000,0.0000,default
1787849930241,0.0617,0.0000,0.0000,0.0000,0.0000,default
1787849930306,0.0510,0.0000,0.0000,0.0000,0.0000,default
1787849930374,0.0545,0.0000,0.0000,0.0000,0.0000,default
1787849930439,0.0644,0.0000,0.0000,0.0000,0.0000,default
1787849930506,0.0588,0.0000,0.0000,0.0000,0.0000,default
1787849930572,0.0656,0.0000,0.0000,0.0000,0.0000,default
1787849930639,0.0663,0.0000,0.0000,0.0000,0.0000,default
1787849930706,0.0589,0.0000,0.0000,0.0000,0.0000,default
1787849930773,0.0390,0.0000,0.0000,0.0000,0.0000,default
1787849930839,0.0341,0.0000,0.0000,0.0000,0.0000,default
1787849930907,0.0419,0.0000,0.0000,0.0000,0.0000,default
1787849930973,0.0464,0.0000,0.0000,0.0000,0.0000,default
1787849931040,0.0484,0.0000,0.0000,0.0000,0.0000,default
1787849931106,0.0527,0.0000,0.0000,0.0000,0.0000,default
1787849931171,0.0504,0.0000,0.0000,0.0000,0.0000,default
1787849931239,0.0477,0.0000,0.0000,0.0000,0.0000,default
1787849931307,0.0517,0.0000,0.0000,0.0000,0.0000,default
1787849931373,0.0540,0.0000,0.0000,0.0000,0.0000,default
1787849931439,0.0396,0.0000,0.0000,0.0000,0.0000,default
1787849931506,0.0339,0.0000,0.0000,0.0000,0.0000,default
1787849931573,0.0414,0.0000,0.0000,0.0000,0.0000,default
1787849931639,0.0362,0.0000,0.0000,0.0000,0.0000,default
1787849931739,0.0405,0.0000,0.0000,0.0000,0.0000,default
1787849931803,0.0385,0.0000,0.0000,0.0000,0.0000,default
1787849931872,0.0401,0.0000,0.0000,0.0000,0.0000,default
1787849931939,0.0385,0.0000,0.0000,0.0000,0.0000,default
1787849932006,0.0336,0.0000,0.0000,0.0000,0.0000,default
1787849932072,0.0302,0.0000,0.0000,0.0000,0.0000,default
1787849932137,0.0338,0.0000,0.0000,0.0000,0.0000,default
1787849932204,0.0507,0.0000,0.0000,0.0000,0.0000,default
1787849932272,0.0559,0.0000,0.0000,0.0000,0.0000,default
1787849932339,0.0584,0.0000,0.0000,0.0000,0.0000,default
1787849932405,0.0498,0.0000,0.0000,0.0000,0.0000,default
1787849932472,0.0509,0.0000,0.0000,0.0000,0.0000,default
1787849932538,0.0451,0.0000,0.0000,0.0000,0.0000,default
1787849932606,0.0377,0.0000,0.0000,0.0000,0.0000,default
1787849932670,0.0375,0.0000,0.0000,0.0000,0.0000,default
1787849932738,0.0387,0.0000,0.0000,0.0000,0.0000,default
1787849932805,0.0360,0.0000,0.0000,0.0000,0.0000,default
1787849932873,0.0359,0.0000,0.0000,0.0000,0.0000,default
1787849932938,0.0221,0.0000,0.0000,0.0000,0.0000,default
1787849933006,0.0319,0.0000,0.0000,0.0000,0.0000,default
1787849933070,0.0403,0.0000,0.0000,0.0000,0.0000,default
1787849933138,0.0427,0.0000,0.0000,0.0000,0.0000,default
1787849933204,0.0436,0.0000,0.0000,0.0000,0.0000,default
1787849933272,0.0365,0.0000,0.0000,0.0000,0.0000,default
1787849933338,0.0403,0.0000,0.0000,0.0000,0.0000,default
1787849933405,0.0368,0.0000,0.0000,0.0000,0.0000,default
1787849933472,0.0370,0.0000,0.0000,0.0000,0.0000,default
1787849933539,0.0402,0.0000,0.0000,0.0000,0.0000,default
1787849933604,0.0432,0.0000,0.0000,0.0000,0.0000,default
1787849933670,0.0435,0.0000,0.0000,0.0000,0.0000,default
1787849933740,0.0544,0.0000,0.0000,0.0000,0.0000,default
1787849933804,0.0570,0.0000,0.0000,0.0000,0.0000,default
1787849933871,0.0517,0.0000,0.0000,0.0000,0.0000,default
1787849933938,0.1240,0.0000,0.0000,0.0000,0.0000,default
1787849934005,0.1004,0.0000,0.0000,0.0000,0.0000,default
1787849934071,0.0877,0.0000,0.0000,0.0000,0.0000,default
1787849934138,0.0807,0.0000,0.0000,0.0000,0.0000,default
1787849934204,0.0467,0.0000,0.0000,0.0000,0.0000,default
1787849934271,0.0395,0.0000,0.0000,0.0000,0.0000,default
1787849934338,0.0691,0.0000,0.0000,0.0000,0.0000,default
1787849934405,0.0821,0.0000,0.0000,0.0000,0.0000,default
1787849934471,0.0946,0.0000,0.0000,0.0000,0.0000,default
1787849934538,0.0652,0.0000,0.0000,0.0000,0.0000,default
1787849934604,0.0492,0.0000,0.0000,0.0000,0.0000,default
1787849934671,0.0323,0.0000,0.0000,0.0000,0.0000,default
1787849934739,0.0330,0.0000,0.0000,0.0000,0.0000,default
1787849934804,0.0347,0.0000,0.0000,0.0000,0.0000,default
1787849934871,0.0328,0.0000,0.0000,0.0000,0.0000,default
1787849934938,0.0400,0.0000,0.0000,0.0000,0.0000,default
1787849935004,0.0355,0.0000,0.0000,0.0000,0.0000,default
1787849935071,0.0251,0.0000,0.0000,0.0000,0.0000,default
1787849935137,0.0230,0.0000,0.0000,0.0000,0.0000,default
1787849935205,0.0219,0.0000,0.0000,0.0000,0.0000,default
1787849935271,0.0292,0.0000,0.0000,0.0000,0.0000,default
1787849935338,0.0425,0.0000,0.0000,0.0000,0.0000,default
1787849935404,0.0498,0.0000,0.0000,0.0000,0.0000,default
1787849935471,0.0688,0.0000,0.0000,0.0000,0.0000,default
1787849935538,0.0818,0.0000,0.0000,0.0000,0.0000,default
1787849935605,0.0732,0.0000,0.0000,0.0000,0.0000,default
1787849935671,0.0691,0.0000,0.0000,0.0000,0.0000,default
1787849935738,0.0551,0.0000,0.0000,0.0000,0.0000,default
1787849935805,0.0368,0.0000,0.0000,0.0000,0.0000,default
1787849935871,0.0426,0.0000,0.0000,0.0000,0.0000,default
1787849935937,0.0574,0.0000,0.0000,0.0000,0.0000,default
1787849936004,0.0635,0.0000,0.0000,0.0000,0.0000,default
1787849936069,0.0585,0.0000,0.0000,0.0000,0.0000,default
1787849936138,0.0507,0.0000,0.0000,0.0000,0.0000,default
1787849936202,0.0390,0.0000,0.0000,0.0000,0.0000,default
1787849936270,0.0377,0.0000,0.0000,0.0000,0.0000,default
1787849936340,0.0416,0.0000,0.0000,0.0000,0.0000,default
1787849936437,0.0390,0.0000,0.0000,0.0000,0.0000,default
1787849936504,0.0329,0.0000,0.0000,0.0000,0.0000,default
1787849936570,0.0518,0.0000,0.0000,0.0000,0.0000,default
1787849936637,0.0499,0.0000,0.0000,0.0000,0.0000,default
1787849936703,0.0286,0.0000,0.0000,0.0000,0.0000,default
1787849936771,0.0429,0.0000,0.0000,0.0000,0.0000,default
1787849936837,0.0745,0.0000,0.0000,0.0000,0.0000,default
1787849936903,0.0529,0.0000,0.0000,0.0000,0.0000,default
1787849936970,0.0312,0.0000,0.0000,0.0000,0.0000,default
1787849937037,0.0273,0.0000,0.0000,0.0000,0.0000,default
1787849937104,0.0245,0.0000,0.0000,0.0000,0.0000,default
1787849937171,0.0277,0.0000,0.0000,0.0000,0.0000,default
1787849937237,0.0318,0.0000,0.0000,0.0000,0.0000,default
1787849937304,0.0326,0.0000,0.0000,0.0000,0.0000,default
1787849937370,0.0274,0.0000,0.0000,0.0000,0.0000,default
1787849937435,0.0279,0.0000,0.0000,0.0000,0.0000,default
1787849937503,0.0273,0.0000,0.0000,0.0000,0.0000,default
1787849937570,0.0313,0.0000,0.0000,0.0000,0.0000,default
1787849937636,0.0336,0.0000,0.0000,0.0000,0.0000,default
1787849937703,0.0488,0.0000,0.0000,0.0000,0.0000,default
1787849937769,0.0451,0.0000,0.0000,0.0000,0.0000,default
1787849937835,0.0506,0.0000,0.0000,0.0000,0.0000,default
1787849937903,0.0701,0.0000,0.0000,0.0000,0.0000,default
1787849937970,0.0753,0.0000,0.0000,0.0000,0.0000,default
1787849938036,0.0739,0.0000,0.0000,0.0000,0.0000,default
1787849938104,0.0682,0.0000,0.0000,0.0000,0.0000,default
1787849938170,0.0529,0.0000,0.0000,0.0000,0.0000,default
1787849938236,0.0431,0.0000,0.0000,0.0000,0.0000,default
1787849938303,0.0628,0.0000,0.0000,0.0000,0.0000,default
1787849938370,0.0762,0.0000,0.0000,0.0000,0.0000,default
1787849938434,0.0804,0.0000,0.0000,0.0000,0.0000,default
1787849938503,0.0932,0.0000,0.0000,0.0000,0.0000,default
1787849938570,0.1049,0.0000,0.0000,0.0000,0.0000,default
1787849938636,0.0995,0.0000,0.0000,0.0000,0.0000,default
1787849938703,0.0815,0.0000,0.0000,0.0000,0.0000,default
1787849938769,0.0585,0.0000,0.0000,0.0000,0.0000,default
1787849938835,0.0432,0.0000,0.0000,0.0000,0.0000,default
1787849938903,0.0298,0.0000,0.0000,0.0000,0.0000,default
1787849938969,0.0288,0.0000,0.0000,0.0000,0.0000,default
1787849939036,0.0377,0.0000,0.0000,0.0000,0.0000,default
1787849939102,0.0613,0.0000,0.0000,0.0000,0.0000,default
1787849939167,0.0634,0.0000,0.0000,0.0000,0.0000,default
1787849939234,0.0723,0.0000,0.0000,0.0000,0.0000,default
1787849939303,0.1112,0.0000,0.0000,0.0000,0.0000,default
1787849939369,0.1465,0.0000,0.0000,0.0000,0.0000,default
1787849939435,0.1492,0.0000,0.0000,0.0000,0.0000,default
1787849939502,0.1516,0.0000,0.0000,0.0000,0.0000,default
1787849939569,0.1133,0.0000,0.0000,0.0000,0.0000,default
1787849939636,0.0523,0.0000,0.0000,0.0000,0.0000,default
1787849939703,0.0397,0.0000,0.0000,0.0000,0.0000,default
1787849939769,0.0749,0.0000,0.0000,0.0000,0.0000,default
1787849939836,0.1083,0.0000,0.0000,0.0000,0.0000,default
1787849939903,0.1182,0.0000,0.0000,0.0000,0.0000,default
1787849939969,0.1117,0.0000,0.0000,0.0000,0.0000,default
1787849940034,0.1061,0.0000,0.0000,0.0000,0.0000,default
1787849940102,0.0837,0.0000,0.0000,0.0000,0.0000,default
1787849940170,0.0574,0.0000,0.0000,0.0000,0.0000,default
1787849940235,0.0587,0.0000,0.0000,0.0000,0.0000,default
1787849940303,0.0641,0.0000,0.0000,0.0000,0.0000,default
1787849940366,0.0615,0.0000,0.0000,0.0000,0.0000,default
1787849940435,0.0614,0.0000,0.0000,0.0000,0.0000,default
1787849940502,0.0604,0.0000,0.0000,0.0000,0.0000,default
1787849940567,0.0532,0.0000,0.0000,0.0000,0.0000,default
1787849940635,0.0506,0.0000,0.0000,0.0000,0.0000,default
1787849940703,0.0575,0.0000,0.0000,0.0000,0.0000,default
1787849940768,0.0523,0.0000,0.0000,0.0000,0.0000,default
1787849940836,0.0520,0.0000,0.0000,0.0000,0.0000,default
1787849940902,0.0472,0.0000,0.0000,0.0000,0.0000,default
1787849940969,0.0567,0.0000,0.0000,0.0000,0.0000,default
1787849941034,0.0540,0.0000,0.0000,0.0000,0.0000,default
1787849941102,0.0568,0.0000,0.0000,0.0000,0.0000,default
1787849941169,0.0733,0.0000,0.0000,0.0000,0.0000,default
1787849941235,0.0704,0.0000,0.0000,0.0000,0.0000,default
1787849941302,0.0746,0.0000,0.0000,0.0000,0.0000,default
1787849941369,0.0634,0.0000,0.0000,0.0000,0.0000,default
1787849941434,0.0371,0.0000,0.0000,0.0000,0.0000,default
1787849941503,0.0345,0.0000,0.0000,0.0000,0.0000,default
1787849941568,0.0287,0.0000,0.0000,0.0000,0.0000,default
1787849941635,0.0313,0.0000,0.0000,0.0000,0.0000,default
1787849941701,0.0310,0.0000,0.0000,0.0000,0.0000,default
1787849941768,0.0323,0.0000,0.0000,0.0000,0.0000,default
1787849941834,0.0330,0.0000,0.0000,0.0000,0.0000,default
1787849941900,0.0348,0.0000,0.0000,0.0000,0.0000,default
1787849941971,0.0302,0.0000,0.0000,0.0000,0.0000,default
1787849942033,0.0369,0.0000,0.0000,0.0000,0.0000,default
1787849942101,0.0422,0.0000,0.0000,0.0000,0.0000,default
1787849942166,0.0361,0.0000,0.0000,0.0000,0.0000,default
1787849942235,0.0347,0.0000,0.0000,0.0000,0.0000,default
1787849942301,0.0351,0.0000,0.0000,0.0000,0.0000,default
1787849942368,0.0356,0.0000,0.0000,0.0000,0.0000,default
1787849942433,0.0416,0.0000,0.0000,0.0000,0.0000,default
1787849942502,0.0434,0.0000,0.0000,0.0000,0.0000,default
1787849942568,0.0390,0.0000,0.0000,0.0000,0.0000,default
1787849942635,0.0475,0.0000,0.0000,0.0000,0.0000,default
1787849942700,0.0519,0.0000,0.0000,0.0000,0.0000,default
